KIZ_code	Worksheet_filename	Country	reservecode	reservecode2	reservecode3	Protected_Area_Std_Name	Date_collected	Forest_Compartment	Original_ID_Code	Approx_number_leeches	WWF_SWG_ID	Carnivora.Canidae.Canis.lupus_familiaris	Carnivora.Felidae.Catopuma.UNK	Carnivora.Felidae.Neofelis.UNK	Carnivora.Felidae.Prionailurus.bengalensis	Carnivora.Felidae.UNK	Carnivora.Herpestidae.Herpestes.UNK	Carnivora.Mustelidae.Aonyx.cinereus	Carnivora.Mustelidae.Arctonyx.collaris	Carnivora.Mustelidae.Lutra.lutra	Carnivora.Mustelidae.Martes.flavigula	Carnivora.Mustelidae.Melogale.moschata	Carnivora.Mustelidae.Mustela.kathiah	Carnivora.Mustelidae.Mustela.UNK	Carnivora.Ursidae.Ursus.thibetanus	Carnivora.Viverridae.Arctictis.UNK	Carnivora.Viverridae.Paguma.larvata	Carnivora.Viverridae.Viverra.UNK1	Carnivora.Viverridae.Viverra.UNK2	Carnivora.Viverridae.Viverra.UNK3	Carnivora.Viverridae.Viverra.UNK4
WWF246	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	24/05/2013	44	66 - Thịnh	23	QN-202	    0	    0	    0	    0	  777	44077	    0	    0	    0	    0	68975	    0	    0	    0	    0	 1533	    0	    0	    0	    0
WWF247	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/03/2013	25	35 - Huy	17	QN-206	72674	    0	   10	    0	  532	    3	    0	    0	    0	    0	43224	    0	    0	    0	    0	93811	    0	    0	    0	    0
WWF248	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/05/2013	35	41 - Huy	21	QN-212	    0	    0	    0	    0	  590	    0	    0	    0	    0	    0	26924	    0	    0	    0	    0	48450	    0	    0	    0	    0
WWF249	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 I	100	QN-217	    0	    0	    0	    0	   18	    0	    0	    0	    0	    0	19651	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF25	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H32	NA	NA	   639	     0	     0	     0	     0	226370	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF250	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 II	86	QN-218	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	7789	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF252	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 IV	94	QN-220	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	7017	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF253	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	20/05/2013	23	A20/05/13 I	77	QN-221	    0	    0	26955	    4	  158	    0	    0	    0	    0	    0	 3953	    0	    0	    0	   46	11233	    0	    0	    0	    0
WWF254	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	20/05/2013	23	A20/05/13 IV	75	QN-223	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	19155	    0	    0	    0	    0
WWF255	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 I	83	QN-225	    0	    0	    0	    0	   49	    0	    0	    0	    0	    0	44130	    0	    0	    0	    0	    4	    0	    0	    0	    0
WWF256	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 II	98	QN-226	    0	    0	    0	    0	   11	    0	    0	    0	    0	    0	11004	    0	    0	    0	    0	 3651	    0	    0	    0	    0
WWF257	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 III	63	QN-227	    0	    0	  650	    0	    0	    0	    0	    0	    0	    0	33767	    0	    0	    0	    0	17060	    0	    0	    0	    0
WWF258	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/05/2013	43	A25/05/13 I	8	QN-229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF259	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	26/05/2013	43	A26/05/13 I	13	QN-233	    0	    0	    0	    0	    0	68208	    0	    0	    0	    0	    0	    0	    0	    0	    0	   96	    0	    0	    0	    0
WWF26	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H33	NA	NA	161322	     0	     0	     0	   222	159589	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF260	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	28/05/2013	12	Hùng	65	QN-238	195954	     0	     0	     0	   608	     0	     0	     0	     0	     0	  3208	     0	     0	     0	     0	  2003	     0	     0	     0	     0
WWF263	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41551	14	Lâm	60	QN-249	    0	    0	    0	    0	  294	    0	    0	    0	    0	    0	32909	    0	    0	    0	    0	 1556	    0	    0	    0	    0
WWF264	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41551	14	Cường	50	QN-251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF265	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41551	14	Anh	42	QN-253	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	1223	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF266	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41582	14	Lâm	41	QN-255	    0	    0	    0	    0	  439	   43	    0	    0	    0	    0	50847	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF267	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41582	14	Thắng	35	QN-258	   113	     0	   126	     0	  1694	140418	     0	     0	     0	     0	141909	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF268	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41582	14	Hùng	20	QN-261	243724	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF269	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41612	14	Anh	43	QN-264	     0	     0	     0	     0	   465	 41106	     0	     0	     0	     0	201713	     0	     0	     0	     0	     3	     0	     0	     0	     0
WWF270	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	41612	14	Lâm	60	QN-267	    0	    0	    0	    0	  261	    0	    0	    0	    0	    0	88850	    0	    0	    0	    0	  925	    0	    0	    0	    0
WWF271	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	13/4/2013	14	Hùng	26	QN-269	    0	    0	    0	    0	    0	    0	    0	    0	    0	40123	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF273	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	24/4/2013	21	Lê Ka Thắng	24	QN-273	   0	   0	  12	1450	   0	   0	   0	   0	   0	   0	4519	   0	   0	   0	   0	2697	   0	   0	   0	   0
WWF274	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/4/2013	21	Lê Ka Thắng	42	QN-277	    0	    0	10953	    0	  813	    0	    0	    0	    0	    0	86968	    0	    0	    0	  121	    0	    0	    0	    0	    0
WWF275	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/4/2013	21	Nguyễn Văn Thiện	77	QN-279	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	1311	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF276	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	25/4/2013	21	Bloong Đàm	57	QN-280	    0	    0	    0	    0	  188	    0	    0	    0	   52	    0	35039	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF277	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-40	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
WWF278	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-41	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
WWF28	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H36	NA	NA	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	26226	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF280	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-61	    0	    0	    0	    0	   14	    0	    0	    0	    0	    0	62077	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF281	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF282	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-93	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	48	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF283	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-94	  0	  0	  9	  0	  0	 17	  0	  0	  0	  0	524	  0	  0	  0	  0	  0	  0	  0	  0	  0
WWF284	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-96	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	28	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF285	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-111	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	22	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF286	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamSaoLaNR	NA	NA	NA	NA	Q-211	     0	     0	     0	     0	   140	 16641	     0	     0	     0	     0	345567	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF287	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41544	352	NA	50	H001	28	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF29	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H38	NA	NA	   49	    0	    0	    0	  108	   52	    0	    0	    0	    0	50979	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF290	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41544	352	NA	50	H009	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	6042	   0	   0	   0	   0
WWF291	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41544	352	NA	50	H011	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    14	     0	     0	754446	     0	     0	     0	     0	     0	     0
WWF293	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41545	352	NA	50	H014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF294	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41545	352	NA	50	H016	     0	     0	     0	     0	   107	   321	     0	     0	     0	     0	112833	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF295	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41545	352	NA	50	H020	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
WWF298	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41545	352	NA	50	H029	    0	    0	    0	    0	    0	13655	    0	    0	    0	    0	    0	    0	    0	    5	    0	    0	    0	    0	    0	    0
WWF3	tube_labels	Vietnam	HSL	HSL	BMHQNXS	Hue SNR	NA	NA	VINH.BUIHUU_20120823	NA	NA	    7	    0	    3	    0	    0	56949	    0	    0	    0	    0	   33	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF30	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H40	NA	NA	    0	    0	    0	    0	   65	    0	    0	    0	    0	    0	10804	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF301	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41546	352	NA	50	H060	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     3	     0	     0	     0	     0	424726	     0	     0	     0	     0
WWF303	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H055	    0	    0	    0	    0	    4	    0	    0	    0	    0	    0	98237	    0	    0	    0	    0	   16	    0	    0	    0	    0
WWF304	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41546	352	NA	50	H040	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	72	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF305	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41546	352	NA	50	H042	    0	    0	    0	    0	 1021	    0	    0	    0	    0	    0	72683	    0	    3	    0	    0	    0	    0	    0	    0	    0
WWF306	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41551	352	NA	50	H103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF307	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41551	352	NA	50	H105	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	1130	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF308	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41551	352	NA	50	H108	   0	   0	   0	   0	   0	  84	   0	   0	   0	   0	3873	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF309	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41551	352	NA	50	H101	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	50836	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF31	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H56	NA	NA	    0	    0	    0	    0	   12	    0	    0	    0	    0	    0	73958	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF310	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41551	352	NA	50	H102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF311	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H113	  48	   0	   0	   0	   0	   0	   0	   0	   0	   0	1049	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF312	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H117	    0	    0	    0	    0	    6	10079	    0	    0	    0	    0	12293	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF313	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H142	     0	     0	     0	     0	  3917	  8158	     0	     0	     0	     0	170481	     0	     0	     0	     0	131366	     0	     0	     0	     0
WWF314	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H145	   0	   0	   0	   0	  45	3554	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF315	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H148	  0	  0	  0	  0	  0	234	  0	  0	  0	  0	736	  0	  0	  0	  0	  0	  0	  0	  0	  0
WWF316	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H110	   0	   0	   0	   0	   0	 167	   0	   0	   0	   0	1594	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF317	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H114	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	13637	    0	    0	    0	    0
WWF318	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41552	352	NA	50	H120	    0	    0	    0	    0	  150	    0	    0	    0	    0	    0	27499	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF32	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H59	NA	NA	  150	    0	    0	    0	  148	67123	    0	    0	    0	    0	46249	    0	    0	    0	    0	31084	    0	    0	    0	    0
WWF320	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41553	352	NA	50	H122	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	212	  0	  0	 22	  0	  0	  0	  0	  0	  0
WWF321	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41553	352	NA	50	H125	    0	    0	    0	    0	    0	    6	    0	    0	    0	    0	29151	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF322	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41553	352	NA	50	H127	     0	     0	     0	     0	     4	183222	     0	     0	     0	     0	    75	     0	     0	     0	     0	    89	     0	     0	     0	     0
WWF323	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H150	   0	   0	   0	   0	  15	1116	   0	   0	   0	   0	8922	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF324	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41553	352	NA	50	H152	   0	   0	   0	   0	  17	4127	   0	   0	   0	   0	9511	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF325	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41553	351- 352	NA	50	H155	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	22	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF326	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41553	352	NA	50	H157	 0	 0	 0	 0	 0	 0	 0	 0	18	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
WWF327	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41555	352	NA	50	H180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF329	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41555	352	NA	50	H202	    0	    0	    0	    0	  600	    0	    0	    0	    0	    0	57466	    0	    0	  462	    0	    0	    0	    0	    0	    0
WWF33	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H61	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF330	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H250	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	129	  0	  0	526	  0	100	  0	  0	  0	  0
WWF332	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H256	   0	   0	   0	   0	   0	3792	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF333	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF334	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H352	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	648	  0	  0	  0	  0	  0	  0
WWF335	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H356	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	259524	     0	     0	     0	    16
WWF336	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	41556	352	NA	50	H300	     0	     0	     0	     0	     0	 40453	     0	     0	     0	     0	     0	     0	     0	     0	     0	316270	     0	     0	     0	     0
WWF337	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H362	   0	   0	   0	   0	   3	   0	   0	   0	   0	   0	1725	   0	   0	  12	   0	  18	   0	   0	   0	   0
WWF338	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H350	    0	    0	    0	    0	  134	45788	    0	    0	    0	    0	23617	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF34	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H62	NA	NA	122	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	142	  0	  0	  0	  0
WWF340	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H088	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
WWF341	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF342	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	352	NA	50	H366	   0	   0	   0	   0	   0	 663	   0	   0	   0	   0	7760	   0	   0	   0	   0	2235	   0	   0	   0	   0
WWF343	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41527	410	NA	50	BM70	    0	    0	    0	    0	    0	 3301	    0	    0	    0	    0	    0	    0	    0	    0	    0	50907	    0	    0	    0	    0
WWF344	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	NA	NA	NA	50	BM72	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	1911	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF345	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	NA	NA	NA	50	BM74	   0	   0	   0	   0	   0	   0	   0	   0	1559	   0	  44	   6	   0	   0	   0	   0	   0	   0	   0	   0
WWF346	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41529	410	NA	50	BM76	   0	   0	  10	 371	  43	1599	   0	   0	   0	   0	3095	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF347	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41527	410	NA	50	BM65	66652	    0	    0	    0	    0	    0	    0	    0	    0	    0	 7955	    0	    0	    0	    0	    0	    0	    0	    0	    0
WWF348	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	NA	NA	NA	50	BM78	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	361918	     0	     0	     0	    33
WWF349	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41526	410	NA	50	BM61	107050	     0	     0	     0	   139	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF35	tube_labels	Vietnam	HSL	HSL	BMHQNXS	HueSaoLaNR	NA	NA	H63	NA	NA	   0	   0	   0	   0	 106	   0	   0	   0	   0	   0	5977	   0	   0	   0	   0	  26	   0	   0	   0	   0
WWF350	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41526	410	NA	50	BM63	     0	     0	     0	     0	   642	     0	     0	     0	     0	     0	202936	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF351	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41528	410	NA	50	BM66	130425	     0	     0	     0	   392	     0	     0	     0	     0	     0	 36917	     0	     0	     0	     0	     0	     0	     0	     0	     0
WWF352	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41529	410	NA	50	BM84	   0	   0	   0	   0	   0	  17	   0	   0	   0	   0	1486	   0	   0	   0	   0	   0	   0	   0	   0	   0
WWF353	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41528	410	NA	50	BM80	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	4165	   0	   0	   0	   0	 478	   0	   0	   0	   0
WWF354	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BMHQNXS	BachMaExt	41529	410	NA	50	BM85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWF355	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	BMHQNXS	QuangNamNR	41576	21	NA	50	Q101	    0	    0	    0	    0	  107	    0	    0	    0	    3	    0	25753	    0	    0	    0	    0	73958	    0	    0	    0	   14
